Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
Pseudospettri,Summertape,0.0005188949,30.00%,0.00015566847
Pseudospettri,Summertape,0.0005188949,30.00%,0.00015566847
Pseudospettri,Summertape,0.0005188949,30.00%,0.00015566847
Pseudospettri,Summertape,0.0005188949,30.00%,0.00015566847
Pseudospettri,Summertape,0.0005188949,30.00%,0.00015566847
Pseudospettri,Summertape,0.0015566846,30.00%,0.00046700538
Pseudospettri,Summertape,0.0011708766,30.00%,0.00035126297999999996
Pseudospettri,Summertape,0.0011708766,30.00%,0.00035126297999999996
Pseudospettri,Summertape,0.0027090337,30.00%,0.0008127101099999999
Pseudospettri,Summertape,0.0027090337,30.00%,0.0008127101099999999
Pseudospettri,Summertape,0.0054180674,30.00%,0.0016254202199999998
Pseudospettri,Summertape,0.0011471223,30.00%,0.00034413669
Pseudospettri,Summertape,0.0108361347,30.00%,0.0032508404099999997
Pseudospettri,Summertape,4.4838e-05,30.00%,1.34514e-05
Pseudospettri,Summertape,0.0039691371,30.00%,0.0011907411299999998
Pseudospettri,Summertape,0.0018161257,30.00%,0.00054483771
Pseudospettri,Summertape,0.0036322514,30.00%,0.00108967542
Pseudospettri,Summertape,0.0164648731,30.00%,0.00493946193
Pseudospettri,Summertape,0.0036222082,30.00%,0.00108666246
Pseudospettri,Summertape,0.0238148202,30.00%,0.007144446059999999
Pseudospettri,Summertape,0.0181612582,30.00%,0.00544837746
Pseudospettri,Summertape,0.0065859495,30.00%,0.00197578485
Pseudospettri,Summertape,0.0018161257,30.00%,0.00054483771
Pseudospettri,Summertape,0.0158765468,30.00%,0.00476296404
Pseudospettri,Summertape,0.0158765468,30.00%,0.00476296404
Pseudospettri,Summertape,0.0018161257,30.00%,0.00054483771
Pseudospettri,Summertape,0.0018161257,30.00%,0.00054483771
Pseudospettri,Summertape,0.039691367,30.00%,0.0119074101
Pseudospettri,Summertape,0.0019006812,30.00%,0.00057020436
Pseudospettri,Summertape,0.0036222082,30.00%,0.00108666246
Pseudospettri,Summertape,0.0181612582,30.00%,0.00544837746
Pseudospettri,Summertape,0.0065859495,30.00%,0.00197578485
Pseudospettri,Summertape,0.0032929748,30.00%,0.00098789244
Pseudospettri,Summertape,0.0055274583,30.00%,0.0016582374900000001
Pseudospettri,Summertape,0.0051037736,30.00%,0.00153113208
Pseudospettri,Summertape,0.0110549158,30.00%,0.00331647474
Pseudospettri,Summertape,0.0055274583,30.00%,0.0016582374900000001
Pseudospettri,Summertape,0.0001595101,30.00%,4.785303e-05
Pseudospettri,Summertape,0.0051037736,30.00%,0.00153113208
Pseudospettri,Summertape,0.0055274583,30.00%,0.0016582374900000001
Refo,PINK OCEAN,0.0039691371,4.00%,0.000158765484
Kuzu and Tanca,Tela Bianca,0.0136563568,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0014995018,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.003512629,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0058543814,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0027090337,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.001606669,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0079382734,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0032929748,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0018161257,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0004785311,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0076556603,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0165823742,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.000549299,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0054625429,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0079382734,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0018161257,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0032929748,0.00%,0.0
Lanyard,POLVERE DI LACRIME,0.0079648361,15.00%,0.001194725415
Lanyard,POLVERE DI LACRIME,0.0035704438,15.00%,0.0005355665699999999
Lanyard,POLVERE DI LACRIME,0.002731271,15.00%,0.00040969065
Lanyard,POLVERE DI LACRIME,0.0017314378,15.00%,0.00025971566999999997
Lanyard,POLVERE DI LACRIME,0.0010377897,15.00%,0.00015566845499999997
Lanyard,POLVERE DI LACRIME,0.0036322514,15.00%,0.00054483771
Lanyard,POLVERE DI LACRIME,0.0039691371,15.00%,0.0005953705649999999
Lanyard,POLVERE DI LACRIME,0.0004751703,15.00%,7.1275545e-05
Kuzu,Apulia,0.0059689393,0.00%,0.0
Kuzu,Apulia,0.0095668527,0.00%,0.0
Kuzu,Apulia,0.0028983436,0.00%,0.0
Kuzu,Apulia,0.00227493,0.00%,0.0
Kuzu,Apulia,0.0339967163,0.00%,0.0
Kuzu,Apulia,0.0300439854,0.00%,0.0
Kuzu,Apulia,0.0008239486,0.00%,0.0
Kuzu,Apulia,0.0014995018,0.00%,0.0
Kuzu,Apulia,0.0013645804,0.00%,0.0
Kuzu,Apulia,4.11533e-05,0.00%,0.0
Kuzu,Apulia,0.0017314378,0.00%,0.0
Kuzu,Apulia,0.0005188949,0.00%,0.0
Kuzu,Apulia,0.0005188949,0.00%,0.0
Kuzu,Apulia,0.0011708766,0.00%,0.0
Kuzu,Apulia,8.96752e-05,0.00%,0.0
Kuzu,Apulia,0.0027090337,0.00%,0.0
Kuzu,Apulia,0.0022942446,0.00%,0.0
Kuzu,Apulia,0.0199773839,0.00%,0.0
Kuzu,Apulia,0.001606669,0.00%,0.0
Kuzu,Apulia,0.0014255109,0.00%,0.0
Kuzu,Apulia,0.0329297462,0.00%,0.0
Kuzu,Apulia,0.0026272464,0.00%,0.0
Kuzu,Apulia,0.0793827339,0.00%,0.0
Kuzu,Apulia,0.0006380412,0.00%,0.0
Kuzu,Apulia,0.0055274583,0.00%,0.0
Kuzu,Apulia,0.0051037736,0.00%,0.0
Refo,BLUE,0.002731271,4.00%,0.00010925084
Refo,BLUE,0.0004751703,4.00%,1.9006812000000002e-05
Refo,BLUE,0.001606669,4.00%,6.426676e-05
Refo,BLUE,0.0163451326,4.00%,0.000653805304
I miei migliori complimenti,Sabato,-0.000522784,8.00%,-4.1822719999999997e-05
I miei migliori complimenti,Sabato,-0.009201529511,8.00%,-0.00073612236088
I miei migliori complimenti,Sabato,-0.001511509,8.00%,-0.00012092072000000001
I miei migliori complimenti,Sabato,-0.00063251063669,8.00%,-5.06008509352e-05
I miei migliori complimenti,Sabato,-2.1932e-05,8.00%,-1.75456e-06
I miei migliori complimenti,Sabato,-0.000216308,8.00%,-1.730464e-05
I miei migliori complimenti,Sabato,-0.000343094,8.00%,-2.7447520000000002e-05
I miei migliori complimenti,Sabato,-0.189700157,8.00%,-0.01517601256
I miei migliori complimenti,Sabato,-0.000815346,8.00%,-6.522768e-05
I miei migliori complimenti,Sabato,-0.00173218,8.00%,-0.0001385744
I miei migliori complimenti,Sabato,-0.0022781147374,8.00%,-0.000182249178992
I miei migliori complimenti,Sabato,-0.0118171,8.00%,-0.000945368
I miei migliori complimenti,Sabato,-0.00152619,8.00%,-0.0001220952
I miei migliori complimenti,Sabato,-0.000197861,8.00%,-1.582888e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00147604,8.00%,-0.00011808320000000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000180902,8.00%,-1.447216e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002216197,8.00%,-0.00017729576
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.006041326,8.00%,-0.00048330608
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002601437,8.00%,-0.00020811495999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000196064,8.00%,-1.568512e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001015202,8.00%,-8.121616e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.004600764191,8.00%,-0.00036806113528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00455622854071,8.00%,-0.0003644982832568
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000197861,8.00%,-1.582888e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00060696,8.00%,-4.85568e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.007659346,8.00%,-0.0006127476800000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001671209,8.00%,-0.00013369672
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003185393,8.00%,-0.00025483144
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000343094,8.00%,-2.7447520000000002e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.0008572,8.00%,-6.8576e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002219507,8.00%,-0.00017756055999999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-3.9998e-05,8.00%,-3.19984e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000232761,8.00%,-1.8620880000000002e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000216308,8.00%,-1.730464e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00152619,8.00%,-0.0001220952
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000815346,8.00%,-6.522768e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000288697,8.00%,-2.3095759999999997e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000522784,8.00%,-4.1822719999999997e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.156287061,8.00%,-0.01250296488
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001087418,8.00%,-8.699344e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.255448507,8.00%,-0.02043588056
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.2742e-05,8.00%,-1.0193599999999999e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001087418,8.00%,-8.699344e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000252477,8.00%,-2.019816e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000838705,8.00%,-6.709640000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001603014,8.00%,-0.00012824112
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.007667941071,8.00%,-0.00061343528568
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000108081,8.00%,-8.64648e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000542707,8.00%,-4.3416560000000004e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00610476,8.00%,-0.0004883808
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.1076e-05,8.00%,-8.860800000000001e-07
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.007557546,8.00%,-0.00060460368
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000835605,8.00%,-6.684840000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.01025151445012,8.00%,-0.0008201211560096
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00173218,8.00%,-0.0001385744
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001109753,8.00%,-8.878024e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-7.9996e-05,8.00%,-6.39968e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000869393,8.00%,-6.955144e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.0008572,8.00%,-6.8576e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001160431,8.00%,-9.283448e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-5.1211e-05,8.00%,-4.09688e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00955618,8.00%,-0.0007644943999999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001029283,8.00%,-8.234264e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001108098,8.00%,-8.864784000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001662851,8.00%,-0.00013302808
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.007659346,8.00%,-0.0006127476800000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000465521,8.00%,-3.724168e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000815346,8.00%,-6.522768e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000313686,8.00%,-2.5094879999999998e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00063251063669,8.00%,-5.06008509352e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.011153218,8.00%,-0.00089225744
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000216308,8.00%,-1.730464e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.679e-06,8.00%,-1.3432e-07
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000342349,8.00%,-2.738792e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002174837,8.00%,-0.00017398696
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000838705,8.00%,-6.709640000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000686189,8.00%,-5.4895120000000004e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.010617978,8.00%,-0.00084943824
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002536105,8.00%,-0.0002028884
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.4322e-05,8.00%,-1.14576e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001015202,8.00%,-8.121616e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.0021,8.00%,-0.000168
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000409513,8.00%,-3.276104e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-7.9996e-05,8.00%,-6.39968e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000197861,8.00%,-1.582888e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000957816,8.00%,-7.662528e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.032205352724,8.00%,-0.0025764282179199997
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000183496,8.00%,-1.4679680000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.1076e-05,8.00%,-8.860800000000001e-07
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003023018,8.00%,-0.00024184144000000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002143001,8.00%,-0.00017144008
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00060696,8.00%,-4.85568e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001015484,8.00%,-8.123872e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000815346,8.00%,-6.522768e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00038233,8.00%,-3.05864e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002613918,8.00%,-0.00020911343999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.02582501,8.00%,-0.0020660008
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000600915,8.00%,-4.8073200000000006e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000180902,8.00%,-1.447216e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00063251063669,8.00%,-5.06008509352e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.565866945,8.00%,-0.0452693556
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000684697,8.00%,-5.4775759999999995e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003829673,8.00%,-0.00030637384000000003
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00610476,8.00%,-0.0004883808
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000835605,8.00%,-6.684840000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000107222,8.00%,-8.57776e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.01329718,8.00%,-0.0010637744
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000518615,8.00%,-4.14892e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.01366868655622,8.00%,-0.0010934949244976
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000132776,8.00%,-1.062208e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.015089785,8.00%,-0.0012071828
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.010778418,8.00%,-0.00086227344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000929435,8.00%,-7.43548e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00156013,8.00%,-0.00012481040000000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001151177,8.00%,-9.209416e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00153358844,8.00%,-0.0001226870752
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000256389,8.00%,-2.051112e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.707e-05,8.00%,-1.3656e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00797340064681,8.00%,-0.0006378720517448
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-7.9996e-05,8.00%,-6.39968e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000324243,8.00%,-2.593944e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-1.4823e-05,8.00%,-1.18584e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001109753,8.00%,-8.878024e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.012189081,8.00%,-0.0009751264799999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000395721,8.00%,-3.165768e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000838705,8.00%,-6.709640000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.002613918,8.00%,-0.00020911343999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000705664,8.00%,-5.6453120000000005e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-2.2152e-05,8.00%,-1.7721600000000001e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001015484,8.00%,-8.123872e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000175256,8.00%,-1.402048e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.476406076,8.00%,-0.03811248608
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000232761,8.00%,-1.8620880000000002e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00457857,8.00%,-0.0003662856
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.021974494,8.00%,-0.00175795952
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.019936646333,8.00%,-0.0015949317066400002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000209124,8.00%,-1.6729920000000002e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001240944,8.00%,-9.927552e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000815346,8.00%,-6.522768e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.004641722,8.00%,-0.00037133776
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000196064,8.00%,-1.568512e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003023018,8.00%,-0.00024184144000000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.001049236,8.00%,-8.393888e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000127443,8.00%,-1.019544e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.0012858,8.00%,-0.000102864
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003262255,8.00%,-0.0002609804
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.010617978,8.00%,-0.00084943824
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000343094,8.00%,-2.7447520000000002e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000288697,8.00%,-2.3095759999999997e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.003829673,8.00%,-0.00030637384000000003
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000216308,8.00%,-1.730464e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-2.1932e-05,8.00%,-1.75456e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00126502127338,8.00%,-0.0001012017018704
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-2.9509e-05,8.00%,-2.3607200000000002e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000593582,8.00%,-4.7486560000000004e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-2.2152e-05,8.00%,-1.7721600000000001e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.019945769,8.00%,-0.0015956615199999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-8.5352e-05,8.00%,-6.828160000000001e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000447253,8.00%,-3.578024e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.00332926,8.00%,-0.0002663408
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000183496,8.00%,-1.4679680000000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,-0.000434697,8.00%,-3.4775760000000004e-05
